Title,Desc,Type,BodyPart,Equipment,Level,Rating,RatingDesc
FYR Kettlebell Sumo Squat,"The kettlebell sumo squat is a lower-body movement emphasizing the muscles of the hips, glutes, and quads. It shares attributes with both the kettlebell deadlift and the goblet squat, but is usually performed with a wider stance and the feet pointed more outward, similar to a sumo deadlift. Its unique stance helps the lifter keep an upright torso, as well as emphasize stretching the hips and adductor muscles.",Strength,Quadriceps,Kettlebells,Intermediate,,
Double-kettlebell front squat,"The double-kettlebell front squat is a popular kettlebell movement performed while holding two kettlebells in the front-racked position. It targets the muscles of the lower body dynamically, and the muscles of the upper back and core isometrically. It can be trained in traditional strength or muscle-building rep ranges, in circuit or fat-loss training, or as part of a larger kettlebell combination or complex.",Strength,Quadriceps,Kettlebells,Intermediate,,
FYR Kettlebell Squat Clean,"The kettlebell squat clean is an explosive kettlebell exercise where the lifter pulls the weight to shoulder level with a slight swing between the legs. It is often used as a drill to teach kettlebell clean technique, but is also a valuable power exercise in its own right. It can be performed in low rep ranges for strength or higher rep ranges for technique practice or muscle growth.",Strength,Quadriceps,Kettlebells,Intermediate,,
Single-arm kettlebell front squat,"The single-arm kettlebell front squat is a popular kettlebell movement performed while holding a single kettlebell in the front-racked position. It targets the muscles of the lower body dynamically, and the muscles of the upper back and core isometrically. It can be trained in traditional strength or muscle-building rep ranges, in circuit or fat-loss training, or as part of a kettlebell combination or complex.",Strength,Quadriceps,Kettlebells,Intermediate,,
Kettlebell front rack lunge,"The kettlebell front rack lunge is a dynamic leg and core exercise in which a lifter performs lunges while holding a single kettlebell in the front-racked position. It is a unique coordination challenge, but also challenging to the musculature of the abdomen, lower body, shoulders, and upper back. It is most commonly performed for higher reps, such as 10-15 reps per side, or for time. It can work in circuit-style workouts, as well as in muscle or strength-focused workouts.",Strength,Quadriceps,Kettlebells,Intermediate,,
HM Turkish Get-Up,,Strength,Quadriceps,Kettlebells,Intermediate,,
HM Single-Leg Romanian Deadlift,,Strength,Quadriceps,Kettlebells,Intermediate,,
Taylor Single-Arm Kettlebell Front Squat,,Strength,Quadriceps,Kettlebells,Intermediate,,
Taylor Kettlebell Goblet Squat,,Strength,Quadriceps,Kettlebells,Intermediate,,
Goblet squat-,"The goblet squat is a popular lower-body exercise where you hold a kettlebell or dumbbell in front of your chest as if you are supporting a heavy cup or goblet. It can help lifters of all levels improve their squat technique and hip mobility, but can also work as a muscle-building or strength accessory movement for experienced athletes. It also works well in combinations, complexes, and flows with other kettlebell movements like swings, presses, and cleans.",Strength,Quadriceps,Kettlebells,Intermediate,,
Holman Kettlebell Squat Clean,,Strength,Quadriceps,Kettlebells,Intermediate,,
Holman Kettlebell Swing,,Strength,Quadriceps,Kettlebells,Intermediate,,
Holman Kettlebell Swing Transfer,,Strength,Quadriceps,Kettlebells,Intermediate,,
Dumbbell goblet squat-,"The goblet squat is a popular lower-body exercise in which a dumbbell or kettlebell is held in front of the chest with two hands, approximating how you might hold a heavy goblet. It is used as a teaching tool to help instruct and develop proper squat form, but is also effective for building size in the quads, glutes, and hamstrings. It can be performed for low reps to build strength, or for higher reps to build muscle and conditioning.",Strength,Quadriceps,Kettlebells,Intermediate,,
Robertson Kettlebell Jump,,Strength,Quadriceps,Kettlebells,Intermediate,,
FYR2 Alternating Kettlebell Squat Clean,,Strength,Quadriceps,Kettlebells,Intermediate,,
FYR2 Banded Double-Kettlebell Squat Pulse,,Strength,Quadriceps,Kettlebells,Intermediate,,
FYR2 Double-Kettlebell Ballin' Lunge,,Strength,Quadriceps,Kettlebells,Intermediate,,
FYR2 Double-Kettlebell Front Rack Lunge,,Strength,Quadriceps,Kettlebells,Intermediate,,
FYR2 Double-Kettlebell Front Squat,,Strength,Quadriceps,Kettlebells,Intermediate,,
FYR2 Explosive Kettlebell Jump Squat,,Strength,Quadriceps,Kettlebells,Intermediate,,
FYR2 Kettlebell Goblet Squat,,Strength,Quadriceps,Kettlebells,Intermediate,,
FYR2 Kettlebell Reverse Lunge Switch Grip,,Strength,Quadriceps,Kettlebells,Intermediate,,
FYR2 Kettlebell Reverse Lunge to Kneeling Press,,Strength,Quadriceps,Kettlebells,Intermediate,,
FYR2 Kettlebell Sumo Squat Pulse,,Strength,Quadriceps,Kettlebells,Intermediate,,
FYR2 Reverse Lunge to Single-Leg Kettlebell Deadlift,,Strength,Quadriceps,Kettlebells,Intermediate,,
FYR2 Kettlebell Goblet-Squat-Deadlift Complex,,Strength,Quadriceps,Kettlebells,Intermediate,,
FYR2 Kettlebell Squat-Press-Deadlift Complex,,Strength,Quadriceps,Kettlebells,Intermediate,,
Goblet Squats,,Strength,Quadriceps,Kettlebells,Intermediate,,
Boss Everline Dumbbell Lunge Jump,,Strength,Quadriceps,Dumbbell,Intermediate,,
Dumbbell Fix Dumbbell Split Squat,,Strength,Quadriceps,Dumbbell,Intermediate,,
Single-leg dumbbell Romanian deadlift,"The single-leg dumbbell Romanian deadlift is a movement targeting the muscles of the hamstrings, glutes, and back. The difference between a Romanian deadlift and a stiff-legged deadlift is the amount of knee bend. The knees are only slightly bent in a stiff-legged deadlift, while they bend more in a Romanian deadlift. Single-leg deadlifts are generally performed for low to moderate reps, such as 8-10 reps per set, with a focus on maximizing the hamstring stretch rather than moving heavy weight. If balance is a challenge, this movement is still very effective if performed while holding on to a stable object for support.",Strength,Quadriceps,Dumbbell,Intermediate,,
Dumbbell Fix Dumbbell Alternating Reverse Lunge,,Strength,Quadriceps,Dumbbell,Intermediate,,
Dumbbell Fix Turkish Get-Up,,Strength,Quadriceps,Dumbbell,Intermediate,,
Seesaw lunge,The seesaw lunge is a bodyweight exercise that combines both the forward and the reverse lunge. It can also be performed holding dumbbells or other weights. It can be performed for time or reps in the lower-body portion of any workout.,Strength,Quadriceps,Dumbbell,Intermediate,,
FYR Dumbbell Front Squat,"The dumbbell front squat targets the quads, glutes, and hamstrings, as well as the upper body and challenging core stability for building total body strength.",Strength,Quadriceps,Dumbbell,Intermediate,,
Dumbbell split squat,"The dumbbell split squat is a popular lower-body exercise to build strength and muscle one leg at a time. It can be used to teach proper lunge form, but is also valuable on its own when trained in traditional strength-focused rep ranges, such as 5-8 reps per set, or for higher reps to build muscle or for conditioning.",Strength,Quadriceps,Dumbbell,Intermediate,,
Dumbbell deadlift,"The dumbbell deadlift is a movement that targets the hamstrings, glutes, and back muscles. While it can be performed all the way from the ground, in the style of a barbell deadlift, it is more often performed from the top down as a Romanian deadlift. The dumbbell deadlift can be performed in low rep ranges to build posterior strength, or for moderate to high reps to build muscle and endurance.",Strength,Quadriceps,Dumbbell,Intermediate,,
Single-arm stiff-legged deadlift,"The single-arm stiff-legged deadlift is a dumbbell exercise that targets the hamstrings, glutes, lower and upper back, and core. The difference between a stiff-legged deadlift and a Romanian deadlift is primarily the amount of knee bend. The knees are only slightly bent in a stiff-legged deadlift, while they bend more in a Romanian deadlift. Stiff-legged deadlifts are generally performed for low to moderate reps, such as 8-10 reps per set, with a focus on maximizing the hamstring stretch rather than moving heavy weight. Feel free to wear a weight belt to protect your lower back.",Strength,Quadriceps,Dumbbell,Intermediate,,
HM Dumbbell Overhead Squat,,Strength,Quadriceps,Dumbbell,Intermediate,,
HM Dumbbell Squat,,Strength,Quadriceps,Dumbbell,Intermediate,,
UNS Dumbbell Goblet Squat,,Strength,Quadriceps,Dumbbell,Intermediate,,
Single-Arm Dumbbell Snatch,,Strength,Quadriceps,Dumbbell,Intermediate,,
KV Dumbbell Lunges,,Strength,Quadriceps,Dumbbell,Intermediate,,
Holman Squat to Biceps Curl,,Strength,Quadriceps,Dumbbell,Intermediate,,
Holman Burpee to Biceps Curl,,Strength,Quadriceps,Dumbbell,Intermediate,,
Holman Slow Weighted Reverse Lunge,,Strength,Quadriceps,Dumbbell,Intermediate,,
Holman Slow Weighted Plie Squat,,Strength,Quadriceps,Dumbbell,Intermediate,,
Holman Weighted Lunge Jump with Biceps Curl,,Strength,Quadriceps,Dumbbell,Intermediate,,
Holman Left Reverse Lunge Chest Press to Left Knee-Up Chest Press,,Strength,Quadriceps,Dumbbell,Intermediate,,
